date,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2022-03-17,1.00000000,28.00000000,1.00000000,8.51920000,59422632.28000000,505832213.23044600,1246008,29711010.08000000,252765485.99153200
2022-03-18,8.51920000,18.00000000,8.51920000,13.08000000,182561145.14000000,2459145655.62183500,4723192,92786577.91000000,1247150814.31707000
2022-03-19,13.08010000,14.75000000,11.42540000,11.72130000,54793544.04000000,734595045.56277800,1037948,26524681.82000000,356443265.44224200
2022-03-20,11.72800000,11.94720000,9.50470000,9.63020000,48059311.98000000,527395362.93017700,792601,23365817.46000000,256808075.47800200
2022-03-21,9.62910000,11.00790000,9.56840000,10.50420000,50390386.20000000,518479971.17784200,713131,24644945.89000000,253452111.76664800
2022-03-22,10.51090000,12.58570000,10.20500000,12.21700000,47568581.62000000,542632061.36755000,834253,24152072.03000000,275753080.38739600
2022-03-23,12.21670000,13.50830000,11.50050000,13.31200000,45585881.45000000,573366761.66071800,829215,23123812.49000000,291129920.07054400
2022-03-24,13.30770000,14.50000000,12.77000000,12.90320000,37851263.85000000,518172089.47631500,719607,18805067.73000000,257679117.70505400
2022-03-25,12.89730000,13.69770000,12.23160000,12.38610000,22887281.56000000,297144383.77134600,432437,11167844.33000000,145135037.28479500
2022-03-26,12.38640000,14.24990000,12.35350000,13.82870000,25971798.54000000,348404537.08742300,442143,13350162.64000000,179117646.53741300
2022-03-27,13.82880000,14.35680000,13.29500000,14.27000000,21363791.31000000,297079741.77996200,360665,10556866.60000000,146915955.29394500
2022-03-28,14.27020000,15.55710000,13.88800000,14.02750000,29875468.71000000,446662178.26945300,554350,14540625.83000000,217669402.60806900
2022-03-29,14.02690000,14.56760000,13.33330000,13.59500000,18102005.94000000,253385976.03572900,392549,9028119.06000000,126475688.98101900
2022-03-30,13.59500000,14.58050000,13.03850000,14.21030000,21323972.74000000,297289230.90396200,426612,10446439.76000000,145779284.51140000
2022-03-31,14.21020000,14.39880000,12.50000000,12.70250000,17286226.74000000,231458614.86207500,351264,8162849.83000000,109356711.30628500
2022-04-01,12.70400000,13.60000000,12.23640000,12.81850000,12975716.19000000,167148629.29798800,279882,6576178.21000000,84804156.44549600
2022-04-02,12.82370000,13.81690000,12.35530000,12.42380000,14458733.18000000,189390551.58137100,342297,7302805.74000000,95711133.71582900
2022-04-03,12.42210000,12.92300000,11.86210000,12.38240000,10132758.77000000,125983129.87518400,256584,5001481.21000000,62262364.76978000
2022-04-04,12.38740000,12.42200000,11.13570000,11.93250000,9277266.58000000,109986866.79567000,232091,4506186.68000000,53519954.28049100
2022-04-05,11.93170000,12.79530000,11.51010000,11.62990000,12152740.59000000,148314399.99593700,298996,5838353.31000000,71321101.73836100
2022-04-06,11.62980000,12.03800000,10.51500000,10.65970000,15209336.26000000,170910267.89396600,350556,7037642.61000000,79198011.09448200
2022-04-07,10.66020000,11.29900000,10.62250000,11.17570000,8712817.38000000,96108060.72187100,215686,4444171.35000000,49048476.38419700
2022-04-08,11.17480000,11.61310000,10.66610000,10.77970000,8823281.11000000,98846600.29819900,217445,4451443.49000000,49900068.89010500
2022-04-09,10.77870000,11.04980000,10.60000000,10.97570000,4152046.25000000,45026805.79794600,168510,2085975.24000000,22633506.22098600
2022-04-10,10.97580000,12.40000000,10.83000000,12.07110000,15555338.06000000,183761954.91018500,373000,7966175.17000000,94042749.84466300
2022-04-11,12.07380000,12.22320000,10.66120000,10.94040000,21586866.39000000,241909871.62094000,464699,10595934.36000000,118741989.15649200
2022-04-12,10.94640000,12.11000000,10.70000000,11.59020000,15868878.55000000,182228783.34914900,377565,7897941.84000000,90595205.82613300
2022-04-13,11.58970000,13.48000000,11.45490000,13.24230000,24772560.10000000,308681374.66322800,558711,12764623.81000000,159023598.23201200
2022-04-14,13.24150000,13.57210000,11.93150000,12.26760000,18569350.36000000,236022894.51918600,428727,9059554.75000000,115174915.02628200
2022-04-15,12.26750000,12.62060000,11.98140000,12.23460000,8458715.80000000,103769062.53781300,235725,4369739.14000000,53611787.82388600
2022-04-16,12.23600000,12.29360000,11.29670000,11.66430000,7883047.11000000,92687386.82021100,176222,3727978.98000000,43792300.76110100
2022-04-17,11.66360000,12.10000000,11.44990000,11.69910000,7762109.63000000,91342474.02133000,179930,3797949.23000000,44703598.32732800
2022-04-18,11.69480000,11.91690000,10.90000000,11.86720000,10872749.99000000,123837458.72953200,247400,5355069.71000000,61077197.34745900
2022-04-19,11.87120000,13.53080000,11.67100000,13.37390000,19252702.66000000,244217303.28575200,408154,9786762.94000000,124227482.76307200
2022-04-20,13.37390000,17.52000000,12.96480000,16.72690000,66101707.85000000,1054942404.45049600,1586704,33722741.83000000,538232801.22434100
2022-04-21,16.72200000,16.78630000,14.05370000,14.28850000,34980312.88000000,534575898.15046600,764247,16109686.23000000,246184774.32766500
2022-04-22,14.28870000,15.48720000,13.69210000,15.36930000,24889565.67000000,359744085.59636800,584494,12465788.77000000,180463613.17557000
2022-04-23,15.36940000,18.44970000,15.16600000,16.69210000,49136851.02000000,827069881.50511300,1213031,24565102.11000000,413883947.03702900
2022-04-24,16.68300000,17.87440000,15.90470000,16.81710000,31602952.93000000,529153171.97952600,722881,15908573.30000000,266501767.14367500
2022-04-25,16.81840000,19.60000000,16.18000000,19.33480000,42495151.45000000,743749083.20339400,911382,21507037.22000000,376866554.00070700
2022-04-26,19.34160000,19.57000000,17.41000000,18.07980000,35939105.05000000,656319005.04801900,809643,17305958.61000000,316167032.20753800
2022-04-27,18.08570000,19.94000000,17.84720000,19.41620000,27807055.02000000,528346070.43623000,666311,13890629.93000000,263827012.12911200
2022-04-28,19.41630000,27.60150000,19.10530000,23.70680000,57626916.47000000,1305736553.05402800,1606257,29721997.93000000,673779681.12020300
